Gene Start End Germany_Passau_1800_HG_09 Sweden_Lund_1933_HG_15 Sweden_Lund_1933_HG_16 Sweden_Lund_1933_HG_20 Sweden_Lund_1933_HG0026 Sweden_Lund_1933_HG47203 Sweden_Lund_1933_HG47204 wMel_LabStrain_Gulbenkian wMel1_Finland wMel1_Portugal wMel2_Finland wMel2_Portugal wMelCS_LabStrain_Gulbenkian wMelCS1_Portugal wMelCS2_Portugal wMelCSPOP_LabStrain_Gulbenkian
WP_022626208.1 115567 115788 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626214.1 145693 146451 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626216.1 165245 165568 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626217.1 166849 168252 Missing Complete Complete Complete Missing Complete Complete Complete Incomplete Complete Complete Complete Complete Complete Complete Complete
WP_022626225.1 196746 197366 Complete Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift Complete
WP_022626228.1 215048 216373 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift Complete Complete FrameShift FrameShift Complete FrameShift
WP_022626229.1 217818 218006 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626230.1 218029 220032 Missing Complete Complete Complete Missing Missing Complete FrameShift Complete FrameShift FrameShift FrameShift Complete Complete Complete Complete
WP_022626232.1 228147 228800 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626233.1 229740 230681 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626243.1 293834 295150 Missing Complete Missing Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626244.1 307331 307753 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626245.1 308063 308245 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626249.1 323164 323334 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626255.1 341471 344692 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete FrameShift Complete FrameShift FrameShift Complete Complete
WP_022626257.1 364819 365634 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626263.1 512653 513516 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626270.1 480722 482209 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626274.1 453798 454064 Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_022626277.1 448214 449323 Missing Missing Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete
WP_022626278.1 443805 444047 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626279.1 436438 437085 Missing Complete Complete Complete Missing Complete Complete Complete FrameShift Complete FrameShift FrameShift Complete Complete Complete Complete
WP_022626280.1 435704 436438 Complete Complete Complete Complete Missing Complete Complete Complete Incomplete Complete Complete Complete FrameShift Complete FrameShift Complete
WP_022626282.1 424704 425897 Missing Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete FrameShift FrameShift FrameShift FrameShift
WP_022626283.1 422317 422922 Missing Complete Complete Complete Missing Complete Complete FrameShift PrematureStop FrameShift Complete Complete FrameShift FrameShift FrameShift Complete
WP_022626285.1 412211 413239 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_022626289.1 403220 405709 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift Complete
WP_022626293.1 529827 531785 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626296.1 534345 537005 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete
WP_022626301.1 550806 551021 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626303.1 552805 553152 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626305.1 558632 560062 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626306.1 566241 567125 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626321.1 639390 639725 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626322.1 644403 644753 Complete Complete Complete Complete Complete Complete Complete FrameShift FrameShift Complete FrameShift Complete Complete FrameShift FrameShift FrameShift
WP_022626327.1 663287 664204 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626328.1 664681 665616 Missing Complete Complete Complete Missing Complete Complete Complete FrameShift FrameShift FrameShift Complete FrameShift FrameShift FrameShift Incomplete
WP_022626332.1 671899 673254 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626333.1 673382 674977 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626334.1 676218 676733 Missing Missing Missing Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Incomplete Complete
WP_022626335.1 678250 678414 Missing Complete Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626337.1 700423 700602 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626340.1 723325 723618 Complete Missing Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_022626347.1 767629 769032 Missing Complete Complete Missing Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_022626354.1 784589 785383 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626355.1 792960 793418 Complete Complete Complete Complete Complete Complete Complete Complete FrameShift FrameShift Complete Complete FrameShift FrameShift FrameShift Complete
WP_022626356.1 794396 795919 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_022626357.1 796075 796290 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete FrameShift Complete FrameShift FrameShift FrameShift Complete
WP_022626363.1 809082 809330 Missing Missing Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626364.1 812421 813974 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete FrameShift Complete Complete Complete
WP_022626367.1 850653 851309 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete
WP_022626368.1 851516 851734 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626369.1 851731 852333 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626370.1 855057 856400 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete FrameShift FrameShift Complete Complete Complete
WP_022626377.1 887649 888458 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626380.1 899271 900011 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626382.1 902358 902705 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626389.1 922010 922153 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626390.1 925925 927772 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626392.1 933222 934697 Complete Complete Complete Complete Missing Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_022626393.1 939529 940011 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626404.1 1025586 1026743 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626407.1 1032688 1033251 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626411.1 1065084 1066001 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_022626413.1 1071342 1071647 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626414.1 1071839 1072456 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_022626429.1 80674 80826 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_022626429.1-2 190400 190552 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_022626429.1-3 235709 235861 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_038198869.1 277949 278233 Missing Complete Complete Complete Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing PrematureStop Missing
WP_038198869.1-2 636347 636631 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_038199418.1 1064484 1065023 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_038227940.1 1111359 1112303 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_038227975.1 1196438 1197028 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_038228074.1 1117136 1118353 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_038228077.1 1185394 1186290 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_038228080.1 1209070 1210215 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete
WP_038228092.1 82988 83800 Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_038228098.1 186386 187474 Missing Complete Complete Complete Missing Missing Complete Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift Complete Complete
WP_038228167.1 723978 725087 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift Complete Complete Complete FrameShift Complete Complete
WP_038228212.1 1037962 1039521 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_038228226.1 959418 960428 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift
WP_038228260.1 482217 483128 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_038228276.1 571696 572145 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_038228285.1 633430 633945 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_041580602.1 17738 18574 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_041580618.1 171550 174045 Missing Complete Complete Missing Missing Missing Complete Complete FrameShift FrameShift Complete Complete FrameShift Complete Complete Complete
WP_041580622.1 326366 326581 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_041580627.1 533127 534095 Complete Complete Complete Complete Missing Complete Complete Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift Complete Complete
WP_041580637.1 614551 616980 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift Complete Complete Complete Complete FrameShift Complete Complete
WP_041580639.1 629050 629784 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_041580647.1 916675 917949 Complete Complete Missing Complete Missing Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete
WP_041580651.1 1068948 1069148 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_041580658.1 1135785 1137275 Missing Complete Complete Missing Missing Complete Complete Complete FrameShift Complete Complete Complete FrameShift Complete Complete Complete
WP_041580664.1 1239929 1241854 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_041580719.1 510913 511197 Missing Complete Complete Complete Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing PrematureStop Missing
WP_049973597.1 901855 902190 Missing Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_050707706.1 30692 31135 Missing FrameShift FrameShift FrameShift Missing FrameShift FrameShift Complete FrameShift Complete Complete FrameShift FrameShift FrameShift FrameShift FrameShift
WP_050707711.1 309626 310033 Complete Complete Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_050707712.1 531782 532234 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_050707716.1 366029 367192 Missing Complete Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_076611893.1 257747 257871 Missing FrameShift FrameShift FrameShift Missing FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift
WP_080717614.1 278835 278999 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Missing Complete Incomplete Complete Complete Complete
WP_080717614.1-2 511799 511963 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_080717620.1 107478 107642 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Missing Complete Missing Complete Complete Complete
WP_080717620.1-2 540601 540765 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_080717620.1-3 635581 635745 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_080717620.1-4 845928 846092 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_080717648.1 80843 80989 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_080717648.1-2 190569 190715 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_080717648.1-3 235546 235692 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_080717651.1 1130069 1130179 Complete Complete Complete Missing Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_081420798.1 61654 62001 Complete Missing Complete Complete Complete Complete Missing Complete Complete FrameShift Missing Complete Complete FrameShift Complete FrameShift
WP_081420798.1-2 74703 75050 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_081420798.1-3 166088 166435 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_081420798.1-4 326015 326362 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_081420798.1-5 351954 352301 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_081420798.1-6 963601 963948 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_081420799.1 62073 62366 Incomplete Complete Complete Complete Missing Missing Complete Missing Incomplete FrameShift Missing FrameShift Complete FrameShift FrameShift Complete
WP_081420799.1-2 75122 75415 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_081420800.1 106591 106944 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing FrameShift Missing Missing
WP_081420800.1-2 846626 846979 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_081420805.1 278322 278681 Complete Missing Missing Missing Complete Missing Missing Complete FrameShift FrameShift Missing Complete Complete Missing Complete FrameShift
WP_081420807.1 325641 325943 Complete Complete Missing Missing Missing Complete Missing FrameShift Complete Missing Missing FrameShift Incomplete FrameShift Missing Incomplete
WP_081420807.1-2 351580 351882 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_081420812.1 539714 540067 Complete Missing Missing Missing Missing Missing Missing Missing Complete Missing Missing Missing Missing FrameShift Missing Missing
WP_081420823.1 887143 887409 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_081420826.1 964020 964322 Complete Missing Missing Missing Missing Missing Missing FrameShift Complete Missing Missing FrameShift Incomplete FrameShift Missing Incomplete
WP_081420830.1 1161042 1161905 FrameShift FrameShift FrameShift FrameShift Missing FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift
WP_084741732.1 377322 377507 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_084741732.1-2 524486 524671 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_099606204.1 46857 47320 FrameShift FrameShift FrameShift FrameShift Missing FrameShift FrameShift Complete Complete Complete Incomplete Incomplete Complete Incomplete Incomplete Incomplete
WP_099606204.1-2 197426 197889 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_099606204.1-3 308729 309192 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_099606204.1-4 507953 508416 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_099606204.1-5 568242 568705 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_099606204.1-6 873715 874178 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_099606204.1-7 886222 886685 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_099606205.1 47717 48118 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_099606210.1 452417 453688 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift FrameShift Complete Complete Complete Complete Complete
WP_099606213.1 44606 45208 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_138264918.1 130674 130859 Missing Missing Missing Missing Missing Missing Complete Complete Complete FrameShift FrameShift FrameShift Complete FrameShift Complete FrameShift
WP_138264940.1 368985 369191 Complete Complete Missing Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_138344586.1 1152235 1152435 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_147155099.1 395823 396101 Missing Complete Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Missing FrameShift Complete
WP_147155118.1 1152497 1152721 Complete Complete Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_153296786.1 1190397 1190537 Missing Missing Missing Missing Missing Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete
WP_153296793.1 547025 547168 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_153296798.1 955322 955462 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_153801319.1 832984 833127 Missing Missing Missing Missing Missing Missing Complete Incomplete Complete Complete Complete Missing Complete Complete Complete Complete
WP_155975170.1 196521 196667 Missing PrematureStop Missing Missing Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_155975174.1 721381 721560 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_155975178.1 1000276 1000431 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_155975180.1 387783 387950 Missing Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_156518039.1 473716 473853 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_156768648.1 107324 107488 Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Missing Complete Complete Complete Complete Complete
WP_156768648.1-2 540447 540611 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_156768648.1-3 846082 846246 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_156768652.1 278681 278845 Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Missing Complete Complete Complete Complete Complete
WP_156768661.1 511645 511809 Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Missing Complete Complete Complete Complete Complete
WP_158247739.1 675976 676116 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_162829040.1 778680 778844 Missing Missing Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_167471207.1 227858 228025 Missing Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_167471214.1 1233896 1234069 Missing Complete Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_167513688.1 48064 48840 Missing Complete Complete Missing Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_167513689.1 335570 336724 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_167513690.1 385609 385764 Missing Complete Missing Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_167513691.1 457836 458048 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Missing Complete Complete
WP_167513692.1 635735 635899 Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Missing Complete Complete Complete Complete Complete
WP_167513693.1 915898 916461 Missing Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_173862872.1 210235 210378 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_173862889.1 4967 5767 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift FrameShift Complete Complete FrameShift FrameShift Complete
WP_173862895.1 288956 289237 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_173862901.1 665701 668436 Missing Complete Complete Missing Missing Complete Complete Complete FrameShift FrameShift Complete Complete Complete Complete Complete Complete
WP_173862902.1 378907 379050 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_173862902.1-2 522943 523086 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_173862902.1-3 669339 669482 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_173862902.1-4 951424 951567 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_173862902.1-5 1090871 1091014 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_173862904.1 875323 878121 Missing Complete Missing Missing Missing Missing Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete
WP_179943604.1 352803 353831 Complete FrameShift FrameShift FrameShift Missing Missing FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift
WP_196770141.1 652328 652648 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_208974571.1 331823 331993 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_213863337.1 1139467 1139691 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_223823038.1 1213689 1213865 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_223823051.1 136130 136465 Complete Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_223823065.1 1243536 1243736 Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete FrameShift FrameShift Complete Complete FrameShift FrameShift
WP_223823096.1 477738 478373 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_223823131.1 1153770 1154132 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738598.1 976422 976664 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738601.1 1166560 1166610 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_227738602.1 722692 722964 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738603.1 744617 746026 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738604.1 763492 764646 Missing Complete Missing Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_227738605.1 769232 769810 Missing Complete FrameShift Complete Missing Complete Complete FrameShift Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift Complete
WP_227738606.1 801000 802427 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_227738607.1 869245 869583 Complete Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete FrameShift Missing FrameShift Complete Complete
WP_227738609.1 874805 875197 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738609.1-2 897773 898165 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_227738610.1 887381 887581 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738611.1 1006117 1007010 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete PrematureStop Complete Complete
WP_227738612.1 1030718 1032247 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738613.1 1032267 1032527 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738615.1 1238250 1238633 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738616.1 195746 196048 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
